"Statistic Label","Month","Residency","Expenditure Type","UNIT","VALUE"
"Expenditure of Overnight Foreign Visitors","2023 November","Other Europe (3)","All Travel Expenditure","Euro Million","143.4"
"Expenditure of Overnight Foreign Visitors","2023 November","USA & Canada","Fare","Euro Million","43.8"
"Expenditure of Overnight Foreign Visitors","2023 November","USA & Canada","Prepayments","Euro Million","6.4"
"Expenditure of Overnight Foreign Visitors","2023 November","USA & Canada","Accommodation","Euro Million","47.4"
"Expenditure of Overnight Foreign Visitors","2023 November","USA & Canada","Day-to-Day Expenditure","Euro Million","49.5"
"Expenditure of Overnight Foreign Visitors","2023 November","USA & Canada","All Travel Expenditure","Euro Million","147.1"
"Expenditure of Overnight Foreign Visitors","2023 November","Other Residencies","Fare","Euro Million","11.9"
"Expenditure of Overnight Foreign Visitors","2023 November","Other Residencies","Prepayments","Euro Million","0.5"
"Expenditure of Overnight Foreign Visitors","2023 November","Other Residencies","Accommodation","Euro Million","12"
"Expenditure of Overnight Foreign Visitors","2023 November","Other Residencies","Day-to-Day Expenditure","Euro Million","22.9"
"Expenditure of Overnight Foreign Visitors","2023 November","Other Residencies","All Travel Expenditure","Euro Million","47.3"
"Expenditure of Overnight Foreign Visitors","2023 November","All Residencies","Fare","Euro Million","107.3"
"Expenditure of Overnight Foreign Visitors","2023 November","All Residencies","Prepayments","Euro Million","12.3"
"Expenditure of Overnight Foreign Visitors","2023 November","All Residencies","Accommodation","Euro Million","139.7"
"Expenditure of Overnight Foreign Visitors","2023 November","All Residencies","Day-to-Day Expenditure","Euro Million","181.8"
"Expenditure of Overnight Foreign Visitors","2023 November","All Residencies","All Travel Expenditure","Euro Million","441.1"
"Expenditure of Overnight Foreign Visitors","2023 December","Great Britain (England, Scotland & Wales)","Fare","Euro Million","25.8"
"Expenditure of Overnight Foreign Visitors","2023 December","Great Britain (England, Scotland & Wales)","Prepayments","Euro Million","1.3"
"Expenditure of Overnight Foreign Visitors","2023 December","Great Britain (England, Scotland & Wales)","Accommodation","Euro Million","28.2"
"Expenditure of Overnight Foreign Visitors","2023 December","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","Euro Million","52.5"
"Expenditure of Overnight Foreign Visitors","2023 December","Great Britain (England, Scotland & Wales)","All Travel Expenditure","Euro Million","107.7"
"Expenditure of Overnight Foreign Visitors","2023 December","Other Europe (3)","Fare","Euro Million","28.2"
"Expenditure of Overnight Foreign Visitors","2023 December","Other Europe (3)","Prepayments","Euro Million","5.1"
"Expenditure of Overnight Foreign Visitors","2023 December","Other Europe (3)","Accommodation","Euro Million","87.3"
"Expenditure of Overnight Foreign Visitors","2023 December","Other Europe (3)","Day-to-Day Expenditure","Euro Million","89.4"
"Expenditure of Overnight Foreign Visitors","2023 December","Other Europe (3)","All Travel Expenditure","Euro Million","209.9"
"Expenditure of Overnight Foreign Visitors","2023 December","USA & Canada","Fare","Euro Million","34.3"
"Expenditure of Overnight Foreign Visitors","2023 December","USA & Canada","Prepayments","Euro Million","5.8"
"Expenditure of Overnight Foreign Visitors","2023 December","USA & Canada","Accommodation","Euro Million","41.4"
"Expenditure of Overnight Foreign Visitors","2023 December","USA & Canada","Day-to-Day Expenditure","Euro Million","39.9"
"Expenditure of Overnight Foreign Visitors","2023 December","USA & Canada","All Travel Expenditure","Euro Million","121.4"
"Expenditure of Overnight Foreign Visitors","2023 December","Other Residencies","Fare","Euro Million","13.3"
"Expenditure of Overnight Foreign Visitors","2023 December","Other Residencies","Prepayments","Euro Million","23"
"Expenditure of Overnight Foreign Visitors","2023 December","Other Residencies","Accommodation","Euro Million","16.2"
"Expenditure of Overnight Foreign Visitors","2023 December","Other Residencies","Day-to-Day Expenditure","Euro Million","22.9"
"Expenditure of Overnight Foreign Visitors","2023 December","Other Residencies","All Travel Expenditure","Euro Million","75.4"
"Expenditure of Overnight Foreign Visitors","2023 December","All Residencies","Fare","Euro Million","101.6"
"Expenditure of Overnight Foreign Visitors","2023 December","All Residencies","Prepayments","Euro Million","35.1"
"Expenditure of Overnight Foreign Visitors","2023 December","All Residencies","Accommodation","Euro Million","173.2"
"Expenditure of Overnight Foreign Visitors","2023 December","All Residencies","Day-to-Day Expenditure","Euro Million","204.6"
"Expenditure of Overnight Foreign Visitors","2023 December","All Residencies","All Travel Expenditure","Euro Million","514.5"
"Expenditure of Overnight Foreign Visitors","2024 January","Great Britain (England, Scotland & Wales)","Fare","Euro Million","24.8"
"Expenditure of Overnight Foreign Visitors","2024 January","Great Britain (England, Scotland & Wales)","Prepayments","Euro Million","1.8"
"Expenditure of Overnight Foreign Visitors","2024 January","Great Britain (England, Scotland & Wales)","Accommodation","Euro Million","23.3"
"Expenditure of Overnight Foreign Visitors","2024 January","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","Euro Million","58.4"
"Expenditure of Overnight Foreign Visitors","2024 January","Great Britain (England, Scotland & Wales)","All Travel Expenditure","Euro Million","108.4"
"Expenditure of Overnight Foreign Visitors","2024 January","Other Europe (3)","Fare","Euro Million","26.4"
"Expenditure of Overnight Foreign Visitors","2024 January","Other Europe (3)","Prepayments","Euro Million","2.1"
"Expenditure of Overnight Foreign Visitors","2024 January","Other Europe (3)","Accommodation","Euro Million","33.8"
"Expenditure of Overnight Foreign Visitors","2024 January","Other Europe (3)","Day-to-Day Expenditure","Euro Million","69.6"
"Expenditure of Overnight Foreign Visitors","2024 January","Other Europe (3)","All Travel Expenditure","Euro Million","132"
"Expenditure of Overnight Foreign Visitors","2024 January","USA & Canada","Fare","Euro Million","32.1"
"Expenditure of Overnight Foreign Visitors","2024 January","USA & Canada","Prepayments","Euro Million","6.1"
"Expenditure of Overnight Foreign Visitors","2024 January","USA & Canada","Accommodation","Euro Million","18.5"
"Expenditure of Overnight Foreign Visitors","2024 January","USA & Canada","Day-to-Day Expenditure","Euro Million","38"
"Expenditure of Overnight Foreign Visitors","2024 January","USA & Canada","All Travel Expenditure","Euro Million","94.7"
"Expenditure of Overnight Foreign Visitors","2024 January","Other Residencies","Fare","Euro Million","33.7"
"Expenditure of Overnight Foreign Visitors","2024 January","Other Residencies","Prepayments","Euro Million","0.6"
"Expenditure of Overnight Foreign Visitors","2024 January","Other Residencies","Accommodation","Euro Million","11.3"
"Expenditure of Overnight Foreign Visitors","2024 January","Other Residencies","Day-to-Day Expenditure","Euro Million","33.5"
"Expenditure of Overnight Foreign Visitors","2024 January","Other Residencies","All Travel Expenditure","Euro Million","79.1"
"Expenditure of Overnight Foreign Visitors","2024 January","All Residencies","Fare","Euro Million","117.1"
"Expenditure of Overnight Foreign Visitors","2024 January","All Residencies","Prepayments","Euro Million","10.6"
"Expenditure of Overnight Foreign Visitors","2024 January","All Residencies","Accommodation","Euro Million","86.9"
"Expenditure of Overnight Foreign Visitors","2024 January","All Residencies","Day-to-Day Expenditure","Euro Million","199.5"
"Expenditure of Overnight Foreign Visitors","2024 January","All Residencies","All Travel Expenditure","Euro Million","414.1"
"Expenditure of Overnight Foreign Visitors","2024 February","Great Britain (England, Scotland & Wales)","Fare","Euro Million","26"
"Expenditure of Overnight Foreign Visitors","2024 February","Great Britain (England, Scotland & Wales)","Prepayments","Euro Million","3"
"Expenditure of Overnight Foreign Visitors","2024 February","Great Britain (England, Scotland & Wales)","Accommodation","Euro Million","36.2"
"Expenditure of Overnight Foreign Visitors","2024 February","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","Euro Million","48.6"
"Expenditure of Overnight Foreign Visitors","2024 February","Great Britain (England, Scotland & Wales)","All Travel Expenditure","Euro Million","113.8"
"Expenditure of Overnight Foreign Visitors","2024 February","Other Europe (3)","Fare","Euro Million","25.2"
"Expenditure of Overnight Foreign Visitors","2024 February","Other Europe (3)","Prepayments","Euro Million","2"
"Expenditure of Overnight Foreign Visitors","2024 February","Other Europe (3)","Accommodation","Euro Million","41.7"
"Expenditure of Overnight Foreign Visitors","2024 February","Other Europe (3)","Day-to-Day Expenditure","Euro Million","60"
"Expenditure of Overnight Foreign Visitors","2024 February","Other Europe (3)","All Travel Expenditure","Euro Million","128.9"
"Expenditure of Overnight Foreign Visitors","2024 February","USA & Canada","Fare","Euro Million","28.8"
"Expenditure of Overnight Foreign Visitors","2024 February","USA & Canada","Prepayments","Euro Million","2.4"
"Expenditure of Overnight Foreign Visitors","2024 February","USA & Canada","Accommodation","Euro Million","23.6"
"Expenditure of Overnight Foreign Visitors","2024 February","USA & Canada","Day-to-Day Expenditure","Euro Million","32.1"
"Expenditure of Overnight Foreign Visitors","2024 February","USA & Canada","All Travel Expenditure","Euro Million","86.9"
"Expenditure of Overnight Foreign Visitors","2024 February","Other Residencies","Fare","Euro Million","10.6"
"Expenditure of Overnight Foreign Visitors","2024 February","Other Residencies","Prepayments","Euro Million","0.4"
"Expenditure of Overnight Foreign Visitors","2024 February","Other Residencies","Accommodation","Euro Million","12.9"
"Expenditure of Overnight Foreign Visitors","2024 February","Other Residencies","Day-to-Day Expenditure","Euro Million","20.9"
"Expenditure of Overnight Foreign Visitors","2024 February","Other Residencies","All Travel Expenditure","Euro Million","44.8"
"Expenditure of Overnight Foreign Visitors","2024 February","All Residencies","Fare","Euro Million","90.7"
"Expenditure of Overnight Foreign Visitors","2024 February","All Residencies","Prepayments","Euro Million","7.8"
"Expenditure of Overnight Foreign Visitors","2024 February","All Residencies","Accommodation","Euro Million","114.3"
"Expenditure of Overnight Foreign Visitors","2024 February","All Residencies","Day-to-Day Expenditure","Euro Million","161.6"
"Expenditure of Overnight Foreign Visitors","2024 February","All Residencies","All Travel Expenditure","Euro Million","374.4"
"Expenditure of Overnight Foreign Visitors","2024 March","Great Britain (England, Scotland & Wales)","Fare","Euro Million","29.7"
"Expenditure of Overnight Foreign Visitors","2024 March","Great Britain (England, Scotland & Wales)","Prepayments","Euro Million","2.5"
"Expenditure of Overnight Foreign Visitors","2024 March","Great Britain (England, Scotland & Wales)","Accommodation","Euro Million","33.1"
"Expenditure of Overnight Foreign Visitors","2024 March","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","Euro Million","58.4"
"Expenditure of Overnight Foreign Visitors","2024 March","Great Britain (England, Scotland & Wales)","All Travel Expenditure","Euro Million","123.7"
"Expenditure of Overnight Foreign Visitors","2024 March","Other Europe (3)","Fare","Euro Million","35.3"
"Expenditure of Overnight Foreign Visitors","2024 March","Other Europe (3)","Prepayments","Euro Million","2.6"
"Expenditure of Overnight Foreign Visitors","2024 March","Other Europe (3)","Accommodation","Euro Million","69.6"
"Expenditure of Overnight Foreign Visitors","2024 March","Other Europe (3)","Day-to-Day Expenditure","Euro Million","78.1"
"Expenditure of Overnight Foreign Visitors","2024 March","Other Europe (3)","All Travel Expenditure","Euro Million","185.7"
"Expenditure of Overnight Foreign Visitors","2024 March","USA & Canada","Fare","Euro Million","66.3"
"Expenditure of Overnight Foreign Visitors","2024 March","USA & Canada","Prepayments","Euro Million","7.2"
"Expenditure of Overnight Foreign Visitors","2024 March","USA & Canada","Accommodation","Euro Million","72.9"
"Expenditure of Overnight Foreign Visitors","2024 March","USA & Canada","Day-to-Day Expenditure","Euro Million","65.4"
"Expenditure of Overnight Foreign Visitors","2024 March","USA & Canada","All Travel Expenditure","Euro Million","211.8"
"Expenditure of Overnight Foreign Visitors","2024 March","Other Residencies","Fare","Euro Million","10.3"
"Expenditure of Overnight Foreign Visitors","2024 March","Other Residencies","Prepayments","Euro Million","0.8"
"Expenditure of Overnight Foreign Visitors","2024 March","Other Residencies","Accommodation","Euro Million","8.9"
"Expenditure of Overnight Foreign Visitors","2024 March","Other Residencies","Day-to-Day Expenditure","Euro Million","17.4"
